FileName,Sentence,Clean sentence,Lemmatized
doc2.txt,"For over two decades, he's subscribed to that old, discredited Republican philosophy - give more and more to those with the most and hope that prosperity trickles down to everyone else.",decades subscribed old discredited republican philosophy hope prosperity trickles,decade subscribe old discredit republican philosophy hope prosperity trickle
doc2.txt,"In Washington, they call this the Ownership Society, but what it really means is - you're on your own.",washington ownership society means,washington ownership society mean
doc2.txt,Out of work?,work,work
doc2.txt,Tough luck.,tough luck,tough luck
doc2.txt,No health care?,health care,health care
doc2.txt,The market will fix it.,market fix,market fix
doc2.txt,Born into poverty?,born poverty,bear poverty
doc2.txt,Pull yourself up by your own bootstraps - even if you don't have boots.,pull bootstraps boots,pull bootstrap boot
doc2.txt,You're on your own.,,
doc2.txt,Well it's time for them to own their failure.,time failure,time failure
